,B9A064,O00391,O14791,O43866,O95445,P00488,P00734,P00736,P00738,P00739,P00740,P00742,P00746,P00747,P00748,P00751,P01008,P01009,P01011,P01019,P01023,P01024,P01031,P01034,P01042,P01591,P01593,P01599,P01615,P01619,P01700,P01701,P01764,P01766,P01857,P01859,P01860,P01861,P01871,P01876,P01877,P02533,P02647,P02649,P02652,P02654,P02655,P02656,P02671,P02675,P02679,P02741,P02743,P02745,P02746,P02747,P02748,P02749,P02751,P02753,P02760,P02763,P02765,P02766,P02768,P02774,P02775,P02776,P02787,P02788,P02790,P03951,P03952,P04003,P04004,P04070,P04114,P04196,P04217,P04264,P04406,P04433,P05090,P05106,P05154,P05155,P05156,P05452,P05546,P06312,P06396,P06702,P06727,P06733,P07225,P07357,P07358,P07360,P07737,P07996,P08514,P08519,P08603,P08697,P08709,P09871,P0C0L4,P0C0L5,P0DJI8,P0DOY2,P0DOY3,P10643,P10720,P10909,P11142,P11226,P12259,P12814,P13645,P13671,P14618,P15169,P17936,P18065,P18206,P18428,P19652,P19823,P19827,P20851,P22352,P22891,P23142,P23528,P25311,P27169,P27918,P35443,P35527,P35542,P35579,P35858,P35908,P36955,P39039,P43652,P48740,P49747,P49908,P55056,P60709,P61224,P62937,P63104,P67936,P68366,P68871,P69905,P69905,P80748,P81605,Q03591,Q04756,Q06033,Q13103,Q13201,Q13790,Q14520,Q14624,Q5TB80,Q6Q788,Q86UX7,Q92954,Q96IY4,Q96PD5,Q9BXR6,Q9UGM5,Q9UK55,Q9Y490
Q06033,0.14617941,0.25960636,0.21627408,0.19160387,0.13631284,0.26819924,0.25368732,0.25692454,0.21359223,0.19206008,0.23084995,0.23615465,0.17092119,0.2547255,0.2319688,0.26420197,0.21910696,0.22727273,0.22,0.23132037,0.24429771,0.23266219,0.23434903,0.12374582,0.24563107,0.121348314,0.09529148,0.09550562,0.102908276,0.09529148,0.09865471,0.0976431,0.1027933,0.10325477,0.21589689,0.21212122,0.21481481,0.2139738,0.22476587,0.20996818,0.21572796,0.22421053,0.179402,0.18708971,0.08988764,0.076233186,0.093258426,0.08632287,0.24664429,0.23651452,0.23216188,0.16186252,0.1487965,0.16778524,0.16851442,0.1627907,0.23751274,0.1971831,0.1842723,0.14748603,0.1944146,0.15256125,0.2094522,0.11883408,0.25097656,0.2289282,0.10862262,0.09315376,0.2566794,0.26380953,0.22014537,0.247505,0.23295455,0.23161034,0.22198953,0.2189781,0.13481192,0.21369295,0.22037423,0.23151751,0.19411123,0.09529148,0.13938053,0.24250682,0.21344717,0.23061013,0.23947896,0.1516165,0.22755101,0.09977578,0.26873857,0.10402685,0.21558164,0.23870967,0.25503355,0.24162437,0.24657534,0.15100671,0.110367894,0.24426934,0.25019187,0.19164734,0.2482219,0.23834746,0.22623967,0.2410208,0.23015021,0.2284345,0.1,0.08928572,0.08816964,0.24744028,0.09876543,0.2248394,0.2551521,0.17607974,0.19627383,0.26105443,0.2293578,0.25707155,0.2444668,0.22346939,0.17415115,0.18995634,0.2481371,0.23919916,0.14702581,0.41851494,0.5508299,0.1594203,0.16315205,0.21297297,0.25409046,0.13116592,0.18021978,0.21753247,0.20440882,0.26247987,0.22848664,0.10561798,0.20931372,0.25050917,0.23786408,0.22693531,0.16685084,0.25126135,0.25868726,0.26188168,0.19871107,0.10638298,0.21035598,0.14571746,0.12765957,0.16017316,0.16943522,0.21785335,0.12443946,0.12345679,0.12345679,0.099887766,0.09662921,0.19868995,0.25320196,1.0,0.14839424,0.25754386,0.20044297,0.22704837,0.4167478,0.24341683,0.20719738,0.24660194,0.2173913,0.21972133,0.2442211,0.23959391,0.19914347,0.23003195,0.18672839
Q13103,0.23958333,0.14913449,0.20892018,0.21158691,0.24180327,0.16421896,0.165625,0.16550764,0.19239374,0.21065989,0.1980198,0.19019608,0.23778501,0.14610778,0.16375199,0.14980794,0.20954357,0.20767495,0.22666667,0.19879518,0.10412441,0.095552884,0.09540847,0.23360656,0.17602427,0.22177419,0.20600858,0.22413793,0.23873875,0.20704846,0.21304348,0.20987654,0.22707424,0.22173913,0.2164009,0.22014052,0.20378152,0.23185012,0.19488189,0.21917808,0.21985815,0.2020202,0.23076923,0.20652173,0.20179372,0.19907407,0.20361991,0.22685185,0.14203894,0.20419848,0.19791667,0.26666668,0.26523298,0.21086262,0.20504732,0.21135646,0.18793103,0.22279793,0.072609924,0.25724638,0.212987,0.25,0.21945137,0.22310758,0.17563291,0.2,0.21982759,0.2,0.17110799,0.16343491,0.20204082,0.17637795,0.17142858,0.1879085,0.20588236,0.20517929,0.04163015,0.18115942,0.2,0.15022762,0.2152231,0.20762712,0.21167883,0.1517067,0.21461187,0.19444445,0.17434211,0.23247233,0.1992263,0.23144105,0.15934755,0.22374429,0.20697674,0.2161572,0.17221418,0.17455138,0.17152104,0.23574145,0.224,0.11606392,0.12368169,0.078392945,0.11646587,0.18518518,0.19556452,0.16430596,0.09507445,0.09507445,0.20967741,0.20264317,0.20982143,0.14318976,0.19555555,0.19672132,0.17339313,0.22866894,0.07319263,0.14475138,0.15384616,0.13829787,0.17805755,0.19959266,0.24074075,0.20630373,0.12139738,0.20238096,0.25089607,0.14138287,0.15393013,0.23961662,0.22945206,0.19318181,0.16830294,0.23166023,0.22418879,0.22820513,0.18431373,0.1294964,0.1496063,0.22553192,0.07900102,0.1791531,0.16899225,0.21041214,0.22108844,0.17973857,0.15775034,0.14948453,0.2078522,0.23043478,0.21291865,0.27125505,0.2037037,0.25167784,0.21122113,0.19271949,0.20532319,0.20703125,0.20703125,0.186722,0.22580644,0.2339833,0.16540213,0.14839424,1.0,0.11463415,0.23333333,0.18307427,0.14346895,0.099079974,0.22807017,0.17481482,0.086376406,0.20787746,0.17627677,0.17156863,0.21052632,0.1875,0.06797642
Q13201,0.12055016,0.22489083,0.17577197,0.15977742,0.10714286,0.23594674,0.22628304,0.22411242,0.18404423,0.15710919,0.1890625,0.20396826,0.13588282,0.2235459,0.20807926,0.23889293,0.19796558,0.18600954,0.1910828,0.19826224,0.2690808,0.25900784,0.25601637,0.09164639,0.22112462,0.10081301,0.072416596,0.07736156,0.082113825,0.07380373,0.07736156,0.07899023,0.078175895,0.07404394,0.1869984,0.18630573,0.19525692,0.18512659,0.19496855,0.18095988,0.1738437,0.20518868,0.1465587,0.15945514,0.070032574,0.062652566,0.06834825,0.06753458,0.23113854,0.1981206,0.18406805,0.12084347,0.1271255,0.1293452,0.13349515,0.1271255,0.21428572,0.15642458,0.22146636,0.11282468,0.1717742,0.115072936,0.17335473,0.09120521,0.21872602,0.20109977,0.085435316,0.07078926,0.2313988,0.23082651,0.18740158,0.23065251,0.22627182,0.21274962,0.18779343,0.19904837,0.16966414,0.18527132,0.20502749,0.23100537,0.15739268,0.075364664,0.11038961,0.24688645,0.18923199,0.2100708,0.2101227,0.11759935,0.20606531,0.08035714,0.23733719,0.078175895,0.181458,0.18503937,0.22871947,0.20700152,0.22068965,0.117790416,0.086319216,0.25192803,0.2661725,0.2246946,0.25526643,0.20251177,0.196063,0.22750929,0.2587519,0.25824454,0.078175895,0.07078926,0.07078926,0.23925105,0.0732899,0.18931657,0.22522523,0.13717532,0.23212819,0.25578135,0.2128637,0.2487906,0.21752739,0.19261007,0.14595029,0.1512,0.26920593,0.21044427,0.11516626,0.25533378,0.25343406,0.13629033,0.12590799,0.17467949,0.2199262,0.10406504,0.14638028,0.16507177,0.17059748,0.24861878,0.21517028,0.08787632,0.2423551,0.22467631,0.23432602,0.2001576,0.12944984,0.21132076,0.22401172,0.22895126,0.1660079,0.08373984,0.16866507,0.106590725,0.09934854,0.13452189,0.14239483,0.18591772,0.09357201,0.09364821,0.09364821,0.078175895,0.07567128,0.15068494,0.22321428,0.25754386,0.11463415,1.0,0.15619968,0.21577726,0.25051618,0.27761543,0.17067307,0.22484756,0.23024446,0.17721519,0.21538462,0.20681818,0.17238627,0.19573796,0.22234678
Q13790,0.25,0.20764332,0.2642706,0.23672566,0.22222222,0.2118421,0.22827688,0.20662251,0.26293996,0.2609649,0.24482109,0.24452555,0.26984128,0.19267139,0.22556391,0.1969887,0.24584104,0.251497,0.24856597,0.25512105,0.14390406,0.13655336,0.13341205,0.22023809,0.21776505,0.1859155,0.19461077,0.2030303,0.20178041,0.21084337,0.20121951,0.19402985,0.18862276,0.1981982,0.27564102,0.27753305,0.25742576,0.2744681,0.25291827,0.25409836,0.25523013,0.26095238,0.26065162,0.25694445,0.17117117,0.1570997,0.1746988,0.16167665,0.18101545,0.24816176,0.24478178,0.24645892,0.26430517,0.25520834,0.2387268,0.2421875,0.23366013,0.25874126,0.10273973,0.22905028,0.25277162,0.23497267,0.25869566,0.21387284,0.22171946,0.23688969,0.20771514,0.18618618,0.21870701,0.208,0.24,0.21944036,0.22173275,0.20833333,0.23357664,0.2495238,0.061760843,0.21452703,0.24295774,0.18758816,0.25333333,0.21036585,0.22625698,0.20544554,0.25879917,0.24390244,0.23004694,0.25201073,0.23792486,0.19402985,0.2055961,0.1740413,0.27631578,0.23563218,0.22237569,0.22468354,0.22706065,0.25698325,0.19701493,0.15903413,0.19146919,0.11149144,0.1558753,0.2522046,0.23800738,0.21515562,0.13003975,0.1331058,0.2005988,0.17751479,0.1761194,0.19221967,0.19393939,0.24184261,0.21387284,0.2587601,0.10497981,0.19541484,0.19656786,0.18369453,0.23038398,0.2646503,0.23684211,0.24324325,0.16796537,0.2431942,0.2407932,0.18545082,0.19017094,0.24031007,0.22222222,0.24593496,0.1976593,0.22485207,0.24641149,0.2673913,0.23863636,0.18318318,0.19316493,0.19883041,0.11223458,0.22686568,0.1988218,0.26666668,0.264,0.21613394,0.21166892,0.20328283,0.25473684,0.20833333,0.25571725,0.21944444,0.20648968,0.23737374,0.24396783,0.23854962,0.19596542,0.20408164,0.20408164,0.1921922,0.19578314,0.26241136,0.21937323,0.20044297,0.23333333,0.15619968,1.0,0.21815287,0.19166666,0.14214993,0.29054055,0.22759601,0.12247738,0.25720164,0.23424879,0.2171875,0.25157234,0.24603175,0.10310901
Q14520,0.19860627,0.24464487,0.23867069,0.23349437,0.17482518,0.25058824,0.32417583,0.2876053,0.2720126,0.2496,0.31230283,0.32819724,0.2197615,0.30222222,0.3646409,0.27669346,0.23782235,0.249226,0.25186288,0.2496329,0.19132149,0.18043351,0.17497103,0.15641476,0.25761423,0.15130435,0.14184397,0.14867257,0.139823,0.13523132,0.15151516,0.15535714,0.14007092,0.13903743,0.24082935,0.2357595,0.24415205,0.24247226,0.23884892,0.24116744,0.24096386,0.23021583,0.21724138,0.21463415,0.12633452,0.110124335,0.11942959,0.12857144,0.23046093,0.24606581,0.24592593,0.20034543,0.20034543,0.1891892,0.20568562,0.19796954,0.26029217,0.24455611,0.1388,0.18119659,0.24025974,0.18213059,0.24758843,0.16725352,0.25461742,0.25180897,0.14685315,0.12653778,0.25506556,0.2490887,0.26054215,0.29194188,0.30383092,0.26244953,0.25143677,0.29198185,0.092738405,0.2276964,0.24929972,0.21402214,0.23176661,0.13427562,0.18245614,0.24889381,0.23206107,0.24431819,0.31932774,0.18448275,0.26131386,0.13725491,0.24498886,0.13523132,0.24767801,0.25077882,0.2654321,0.25721785,0.2580645,0.18551236,0.15070923,0.21365462,0.22916667,0.15882073,0.21278255,0.2517781,0.30014858,0.2867738,0.17722939,0.1774916,0.14539006,0.13120568,0.13120568,0.23100616,0.12852113,0.2559524,0.23449132,0.19512194,0.14971124,0.2225579,0.21373057,0.23563218,0.25105783,0.24082232,0.23361345,0.22988506,0.20965058,0.25438598,0.17465754,0.22980769,0.22762646,0.21465077,0.20169492,0.24962406,0.26243782,0.16145833,0.23190789,0.24262296,0.26284876,0.23291627,0.22207792,0.14561403,0.15107554,0.24802111,0.22988506,0.26572326,0.20790379,0.2464146,0.2862363,0.2596945,0.24920635,0.14840989,0.24256651,0.17565218,0.16782007,0.1982906,0.19420783,0.24773414,0.15658364,0.14690265,0.14690265,0.14946619,0.13879004,0.22380953,0.33977902,0.22704837,0.18307427,0.21577726,0.21815287,1.0,0.2195122,0.19193989,0.23113208,0.23409364,0.16117969,0.23716012,0.24869792,0.253886,0.24772036,0.2485294,0.13600935
Q14624,0.14802982,0.26301855,0.21209016,0.19327731,0.13269639,0.26032317,0.25288463,0.24585636,0.20330237,0.19022869,0.213,0.22255193,0.16789863,0.25233644,0.243973,0.2471416,0.23076923,0.20773931,0.20804021,0.22681452,0.25046268,0.23695894,0.2294278,0.114683814,0.2340824,0.11884368,0.09656652,0.10107527,0.103225805,0.09344791,0.09452202,0.1,0.095596135,0.09247312,0.19877675,0.20389344,0.20871328,0.20841889,0.22343595,0.20932643,0.20507614,0.21928935,0.16949153,0.19052632,0.08817204,0.07634409,0.09354839,0.08494624,0.25803724,0.21868788,0.2182377,0.15458423,0.14605543,0.16204691,0.15677966,0.15132275,0.23099704,0.19162303,0.19085173,0.1388889,0.1914226,0.1391863,0.20643154,0.11884368,0.24147727,0.22479838,0.09967846,0.08788853,0.2471008,0.25566638,0.21010903,0.24082784,0.2354049,0.22873347,0.22403258,0.21734694,0.13629436,0.21027131,0.22386588,0.2248848,0.19484536,0.098712444,0.13496281,0.25587466,0.2050505,0.23737374,0.24066797,0.13742071,0.22113504,0.10204082,0.25982141,0.09774436,0.21884817,0.22369765,0.24533582,0.22938389,0.23782235,0.1471536,0.108742006,0.24567723,0.25980017,0.21408582,0.23961219,0.23799796,0.22120285,0.25301206,0.23072834,0.23162939,0.1,0.09237379,0.09022556,0.23578595,0.082441114,0.21094528,0.24579439,0.16173361,0.20094462,0.25285482,0.21442126,0.25756338,0.22904484,0.22155689,0.16967127,0.17938145,0.26632428,0.22931206,0.1414791,0.36022,0.37313432,0.15084389,0.15116279,0.20956257,0.24613987,0.1276824,0.17981073,0.19331244,0.20434353,0.25979218,0.22275795,0.10182208,0.20977011,0.24533582,0.2275281,0.22233503,0.15189873,0.24440117,0.2481685,0.24956217,0.19456068,0.10622317,0.20148462,0.13219616,0.119914345,0.1663113,0.15126051,0.21188119,0.11336898,0.112660944,0.112660944,0.097849466,0.095596135,0.18219896,0.24739337,0.4167478,0.14346895,0.25051618,0.19166666,0.2195122,1.0,0.23514852,0.2113127,0.24192059,0.20347394,0.21259029,0.25099602,0.23435949,0.1981132,0.22974358,0.19533639
Q5TB80,0.10269122,0.22845691,0.16349542,0.1471831,0.09419263,0.22252011,0.20094404,0.20942761,0.16421053,0.1513437,0.175,0.18012422,0.11581921,0.21911573,0.18972602,0.22640264,0.18435754,0.17473684,0.17345506,0.18419243,0.26191723,0.26860523,0.26119035,0.08179232,0.20229265,0.08125445,0.069137566,0.06980057,0.07341411,0.06685633,0.068424806,0.06557377,0.06699929,0.06766382,0.16456583,0.15778401,0.16957432,0.16339411,0.17125171,0.15822785,0.15395382,0.18907563,0.13498233,0.14869626,0.060584463,0.054169636,0.06200998,0.061965812,0.23111396,0.17896175,0.16885813,0.10945274,0.11008523,0.1112686,0.11644319,0.11103203,0.19917582,0.14770319,0.21930474,0.10227273,0.14476459,0.10376688,0.14646111,0.08244492,0.2050581,0.18446602,0.07834758,0.063435495,0.2114478,0.20627503,0.16748768,0.20881356,0.2041096,0.19633152,0.17590028,0.17842324,0.18370883,0.15836178,0.18,0.1915037,0.13507779,0.06766382,0.09743954,0.21702404,0.17092198,0.1863824,0.19467214,0.10503904,0.19011141,0.06619217,0.21914192,0.06476869,0.17905167,0.17166783,0.21119253,0.18878248,0.19054146,0.104700856,0.07412687,0.24,0.24640287,0.2260719,0.25014213,0.18194349,0.17166783,0.20696583,0.25358853,0.25414103,0.07193732,0.060455192,0.060455192,0.22824717,0.06481481,0.17939733,0.21327014,0.11756374,0.24242425,0.24450031,0.1825017,0.23864363,0.19383562,0.17112677,0.12420156,0.12951168,0.2508855,0.18454039,0.104626335,0.2522293,0.24188416,0.11977321,0.11142655,0.15600844,0.20211361,0.090327166,0.14002828,0.15314685,0.16206896,0.22269939,0.18989071,0.07478633,0.27425203,0.20498988,0.195371,0.17156863,0.11852378,0.20927063,0.2080316,0.21367522,0.15287517,0.07336182,0.14957865,0.09787234,0.09161932,0.12144887,0.12953737,0.16552198,0.07977208,0.076868325,0.076868325,0.06619217,0.069137566,0.13773717,0.19086021,0.24341683,0.099079974,0.27761543,0.14214993,0.19193989,0.23514852,1.0,0.15471168,0.21462747,0.23675676,0.15763889,0.18985607,0.19699043,0.16090332,0.1773743,0.24064748
Q6Q788,0.22871046,0.22531645,0.24431819,0.25373134,0.20854272,0.21473159,0.23308271,0.22192514,0.2644135,0.26623377,0.23877917,0.25171232,0.24644549,0.19930474,0.24631268,0.21987578,0.2601476,0.2630561,0.26488706,0.2774674,0.15570469,0.14635603,0.14531435,0.20472442,0.21726619,0.1775457,0.17789757,0.184,0.1764706,0.17195767,0.17553191,0.16886544,0.17021276,0.16976127,0.24898785,0.24395162,0.24810606,0.25154638,0.25268817,0.25195312,0.24703558,0.2464539,0.2917647,0.28995433,0.1631016,0.14130434,0.17027026,0.17021276,0.19868995,0.24193548,0.24347825,0.23728813,0.24626866,0.22384427,0.2195704,0.23514852,0.24311183,0.22478992,0.10784708,0.22193877,0.24840765,0.2094763,0.25902337,0.1904762,0.23198847,0.24021353,0.18766756,0.17297298,0.22371967,0.22619048,0.25323474,0.20571429,0.22411348,0.23146747,0.256993,0.25230202,0.07033304,0.22459017,0.25900516,0.19390582,0.23109244,0.18010753,0.23015873,0.20669056,0.25963488,0.24436742,0.22585669,0.2284264,0.2353952,0.180593,0.22616138,0.17021276,0.33618844,0.24772313,0.2345679,0.23135464,0.22891566,0.24040921,0.17553191,0.16196014,0.18490566,0.12140419,0.16494845,0.27629232,0.23090278,0.21896791,0.13911061,0.13911061,0.18062827,0.14477211,0.15425532,0.18895027,0.17520216,0.25746268,0.22222222,0.2512195,0.116830796,0.21436344,0.19970414,0.19897436,0.25254238,0.24862888,0.25890738,0.24400872,0.18444055,0.25622776,0.2271605,0.1959596,0.21170212,0.22632794,0.23341523,0.25826445,0.22340426,0.21333334,0.2580645,0.25256673,0.23765996,0.191,0.1938326,0.17819148,0.13061018,0.25386998,0.20798898,0.27037773,0.25427872,0.24390244,0.2244356,0.21039604,0.25357872,0.18276763,0.25625,0.22051282,0.19181585,0.24278846,0.259901,0.23818181,0.18798956,0.1904762,0.1904762,0.1861702,0.16666667,0.24400872,0.22622478,0.20719738,0.22807017,0.17067307,0.29054055,0.23113208,0.2113127,0.15471168,1.0,0.2295989,0.13502109,0.23508137,0.23134328,0.22169812,0.26041666,0.2578269,0.10743801
Q86UX7,0.1754386,0.2625523,0.22672065,0.21023513,0.16,0.26310045,0.2554217,0.25027686,0.23076923,0.21931034,0.22827497,0.23156533,0.19772404,0.23971194,0.2462077,0.24948241,0.24902217,0.22757697,0.25,0.25097528,0.21059431,0.20437536,0.19246145,0.14285715,0.23642534,0.13353115,0.11994003,0.12332838,0.1257485,0.11659193,0.12238806,0.12556054,0.12053572,0.13244048,0.22058824,0.22804533,0.22745098,0.22482759,0.23552124,0.23224044,0.2293956,0.24603175,0.21098267,0.21769662,0.109281436,0.09730539,0.113943025,0.10911809,0.23714286,0.24390244,0.23311259,0.18075801,0.18731563,0.171875,0.1890332,0.18658893,0.23220536,0.19863014,0.16108453,0.17899409,0.22299169,0.16961652,0.2286115,0.13481481,0.25764707,0.23704663,0.13263786,0.10597015,0.24699454,0.24945533,0.2451613,0.2521212,0.24044944,0.25090036,0.2503383,0.24289405,0.10819672,0.22906403,0.24561404,0.22465438,0.21132597,0.115442276,0.16398244,0.24844721,0.2369863,0.24554707,0.235782,0.16666667,0.23713927,0.1257485,0.26028806,0.11373708,0.24410541,0.24021593,0.24915062,0.25,0.24013922,0.17205882,0.12965722,0.22944401,0.23760684,0.1708134,0.21673004,0.25740024,0.22929937,0.24476296,0.19766147,0.19955407,0.124814264,0.10879285,0.111773476,0.23189823,0.11077844,0.24110672,0.2627219,0.19164266,0.16821602,0.25236294,0.21461716,0.24030274,0.25281602,0.24739583,0.2070922,0.21216407,0.23182553,0.25,0.16860466,0.23963134,0.24574669,0.18194842,0.17410073,0.22567567,0.24392936,0.1592262,0.20253165,0.22191401,0.22860792,0.23603603,0.20752566,0.121842496,0.18304914,0.27218935,0.21420644,0.23930481,0.18289086,0.25030676,0.244373,0.24705882,0.20861372,0.13710879,0.23458445,0.16519174,0.1532738,0.18795888,0.19484241,0.23203026,0.14180207,0.14032497,0.14032497,0.12724552,0.12143928,0.20283689,0.2414966,0.24660194,0.17481482,0.22484756,0.22759601,0.23409364,0.24192059,0.21462747,0.2295989,1.0,0.18607764,0.2287234,0.25592417,0.23103851,0.21685083,0.24317296,0.15318818
Q92954,0.09547383,0.19749835,0.13838665,0.13074204,0.08291992,0.17814569,0.17837837,0.18016194,0.1483555,0.12833099,0.14965518,0.15871935,0.09943583,0.22100516,0.18518518,0.18745874,0.16137931,0.138451,0.14783822,0.15288395,0.23778851,0.23716012,0.23496716,0.07097232,0.19079837,0.075337596,0.0569395,0.05752841,0.061253563,0.06192171,0.059074733,0.06325515,0.06049822,0.05832148,0.14757554,0.14486639,0.16305108,0.13855843,0.16214335,0.15038651,0.1433591,0.14951321,0.10930888,0.11777004,0.05480427,0.0505698,0.055516016,0.05698006,0.21963824,0.15691672,0.14923291,0.09663866,0.09405941,0.09943182,0.104446016,0.09873061,0.16757123,0.13454801,0.23480558,0.090070926,0.12961672,0.08033827,0.14155571,0.07391614,0.18953805,0.17289074,0.06975089,0.056267805,0.19076306,0.18758345,0.14148352,0.1742934,0.18077958,0.17011341,0.14996682,0.14652778,0.16845493,0.16025193,0.16400278,0.16023545,0.12957746,0.060412224,0.0869258,0.19133808,0.14009662,0.17505169,0.16554055,0.09348442,0.15734266,0.061209965,0.1988417,0.0569395,0.13754386,0.15309674,0.18606225,0.16250843,0.16599463,0.08680311,0.07168204,0.2222888,0.2118286,0.24989285,0.2326389,0.15437159,0.14472777,0.18553248,0.22839506,0.22792023,0.05832148,0.061209965,0.059786476,0.20555188,0.056267805,0.14593467,0.18483412,0.11173975,0.2334294,0.21719745,0.14877717,0.21055825,0.16540317,0.1433518,0.11622962,0.11645746,0.23855421,0.15620737,0.080168776,0.21491228,0.20363408,0.09611307,0.09386027,0.1397624,0.1697128,0.08031272,0.11748054,0.12973352,0.15833333,0.2011243,0.15184678,0.060283687,0.21836555,0.16247451,0.15828303,0.15134762,0.103960395,0.1664393,0.19385026,0.17788142,0.13636364,0.06676137,0.13661972,0.08291992,0.073205404,0.10191083,0.10585745,0.14147688,0.068278804,0.069552876,0.069552876,0.06325515,0.06192171,0.12656467,0.18200134,0.2173913,0.086376406,0.23024446,0.12247738,0.16117969,0.20347394,0.23675676,0.13502109,0.18607764,1.0,0.13927576,0.17246081,0.17089911,0.13645907,0.15465361,0.21747077
Q96IY4,0.21806167,0.2173913,0.23381294,0.24554455,0.20132743,0.23435582,0.23512748,0.23697917,0.24329159,0.25335893,0.2440678,0.23278688,0.23427331,0.21316965,0.2315341,0.22954823,0.24414715,0.24598931,0.25177306,0.24917492,0.17324415,0.15315852,0.15133531,0.16136363,0.22623828,0.18850575,0.14705883,0.16235293,0.15654206,0.16550116,0.16393442,0.1574074,0.16473317,0.16511628,0.24864864,0.25698325,0.24020442,0.24280575,0.2469352,0.23767605,0.24208567,0.23666666,0.2462203,0.23929961,0.15348837,0.13679245,0.14918415,0.15456675,0.208061,0.24143556,0.24689165,0.22776572,0.24215247,0.2106383,0.20638297,0.20888889,0.2431611,0.24224806,0.11826227,0.21029083,0.24329501,0.22147651,0.23497267,0.1778291,0.22465754,0.25589225,0.17249417,0.1485849,0.22651222,0.23175415,0.24503312,0.24184783,0.2367688,0.24821684,0.25700164,0.23624596,0.077967584,0.23763955,0.2415459,0.20188425,0.2394636,0.16241299,0.19457014,0.20903955,0.2462963,0.23870967,0.25038168,0.2258772,0.2569558,0.16173121,0.22141998,0.15545243,0.25607476,0.25,0.24147339,0.24304539,0.24164134,0.21428572,0.17401393,0.18838175,0.19836214,0.12846716,0.17541112,0.25162336,0.24204947,0.22451612,0.15384616,0.15327635,0.1635514,0.17370892,0.17370892,0.21573034,0.15813954,0.25689656,0.22690217,0.21008404,0.12114439,0.2087327,0.19796215,0.20816326,0.25,0.23089701,0.2406639,0.23577236,0.18362069,0.2533784,0.21768707,0.21266073,0.22233713,0.22580644,0.20824295,0.25,0.24735449,0.1880531,0.24236253,0.26254827,0.22147651,0.2007874,0.2,0.16820276,0.13293052,0.22617353,0.21957672,0.26086956,0.23146068,0.23878437,0.22668394,0.21445782,0.2504673,0.17169374,0.253937,0.20852017,0.1954023,0.23965141,0.23275863,0.23636363,0.1805869,0.18119267,0.18119267,0.1550926,0.14883721,0.2423077,0.22598106,0.21972133,0.20787746,0.17721519,0.25720164,0.23716012,0.21259029,0.15763889,0.23508137,0.2287234,0.13927576,1.0,0.23181818,0.23788546,0.27102804,0.24734983,0.11185243
Q96PD5,0.19796954,0.25774336,0.23964497,0.21786834,0.17340067,0.24886878,0.27402598,0.24513173,0.25538462,0.23923445,0.25110132,0.25862068,0.22016807,0.24242425,0.25930682,0.25586593,0.25797102,0.26120555,0.25617284,0.26417705,0.19827586,0.19273579,0.19147694,0.16234888,0.24968944,0.15228426,0.13816926,0.13597246,0.1406518,0.14041096,0.13745704,0.1401384,0.12847222,0.13368055,0.2503888,0.23846154,0.25261584,0.24648985,0.26483357,0.26047903,0.25075987,0.2261236,0.22166666,0.2359736,0.12305026,0.11111111,0.121317156,0.11398964,0.23854166,0.24573864,0.23775215,0.19594595,0.19224283,0.21273032,0.20098847,0.20833333,0.25298014,0.21779141,0.14348346,0.18855219,0.23684211,0.17657046,0.25786164,0.15916955,0.24623115,0.24965706,0.13989638,0.12651646,0.26970443,0.2635838,0.26636904,0.24173027,0.24477245,0.25587466,0.26551226,0.2536657,0.09687295,0.25314686,0.27960056,0.22738694,0.22360249,0.13989638,0.17875211,0.24728851,0.25633383,0.25,0.24903722,0.17815126,0.26111907,0.13275862,0.25723472,0.11320755,0.23308271,0.24508321,0.25947866,0.24639581,0.2565445,0.19565217,0.15187714,0.2169059,0.24010554,0.16956522,0.2159877,0.26666668,0.26105565,0.24624278,0.18944444,0.1898945,0.13402061,0.12908778,0.12802768,0.22155689,0.12824957,0.23562412,0.25438598,0.22073579,0.1556541,0.24079601,0.21560846,0.23167156,0.25304466,0.26527572,0.22352941,0.22741936,0.22859518,0.25779036,0.17857143,0.24141221,0.2530242,0.19381107,0.19301164,0.24888226,0.24305555,0.15979381,0.22570017,0.2388974,0.25671643,0.2407932,0.21772152,0.13573883,0.15931864,0.28269485,0.22344323,0.2596439,0.21717171,0.247765,0.2412993,0.26052332,0.23230769,0.1423611,0.22272047,0.1618887,0.15753424,0.1923077,0.19198665,0.24852072,0.16666667,0.16123499,0.16123499,0.1366782,0.13402061,0.2128637,0.25755742,0.2442211,0.17627677,0.21538462,0.23424879,0.24869792,0.25099602,0.18985607,0.23134328,0.25592417,0.17246081,0.23181818,1.0,0.23938224,0.2431611,0.26106194,0.14855355
